i1,out_dayID,out_SHO,out_activity,out_yearID,out_monthID,out_hourID,out_stateID,out_countyID,out_sourceTypeID,out_roadTypeID,out_SCC,out_zoneID,out_linkID,out_regClassID,out_fuelSubTypeID,out_engTechID,out_sectorID,out_hpID,out_modelYearID,out_fuelTypeID,out_pollutantID,out_processID,out_emissionQuant,out_refuelingRate,out_chainedEnergy
130,5,25.04660490806586,5.009320981613172,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1995,2,1,19,0.0029638337043431783,0.31,1307.606143416059
131,5,18.41216437802274,3.6824328756045484,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1994,2,1,19,0.0003469439220307226,0.31,153.0672936215809
132,5,15.146433442304176,3.029286688460835,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1993,2,1,19,0.0013152310368221471,0.31,580.263386990952
133,5,12.785088718582324,2.557017743716465,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1992,2,1,19,0.0018702484868918473,0.31,825.130103484106
134,5,12.603265015943999,2.5206530031887997,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1991,2,1,19,0.004466866984888672,0.31,1970.7255176643625
135,5,10.501237834887378,2.1002475669774756,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1990,2,1,19,0.001402671324388248,0.31,618.840941809885
136,5,10.217773915995503,2.0435547831991006,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1989,2,1,19,0.001168049664026824,0.31,515.3288169502808
137,5,9.15454189972411,1.830908379944822,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1988,2,1,19,0.0002987815780980254,0.31,131.81867339183404
138,5,9.00619255308734,1.801238510617468,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1987,2,1,19,0.014434005077671098,0.31,6368.101451172351
139,5,7.780739775004618,1.5561479550009236,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1986,2,1,19,0.008675725953154733,0.31,3827.621144302135
140,5,5.992761098455286,1.1985522196910572,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1985,2,1,19,0.013115067833813705,0.31,5786.202932263924
141,5,4.779871405562617,0.9559742811125235,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1984,2,1,19,0.014626289168555975,0.31,6452.934773012841
142,5,3.5629958872973577,0.7125991774594715,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1983,2,1,19,0.02130262596737413,0.31,9398.450576027168
143,5,2.6061493961116446,0.5212298792223289,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1982,2,1,19,0.024047776506629783,0.31,10609.576458181913
144,5,1.8323500164585729,0.3664700032917146,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1981,2,1,19,0.013985330097790823,0.31,6170.151694669888
145,5,23.19180710506584,4.638361421013168,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1980,2,1,19,0.12059057809010634,0.31,53203.04594608217
146,5,260.05730384453915,52.01146076890783,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2020,5,1,19,0.0055405526407666045,0.155,3064.436056096901
147,5,310.4463445557139,62.08926891114278,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019,5,1,19,0.010659547782050322,0.155,5895.7119772952965
148,5,327.8141613006279,65.56283226012559,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2018,5,1,19,0.009536333631616961,0.155,5274.471071472951
149,5,368.3242419642923,73.66484839285846,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2017,5,1,19,0.007221913511146928,0.155,3994.3835195670845
150,5,367.29985169622574,73.45997033924515,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2016,5,1,19,0.014194554463656204,0.155,7850.896348967952
151,5,392.56334931271454,78.51266986254291,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2015,5,1,19,0.016827431139920364,0.155,9307.119715322271
152,5,364.0998652152451,72.81997304304902,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2014,5,1,19,0.020984562346049444,0.155,11606.396264786643
153,5,370.3959424661204,74.07918849322408,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2013,5,1,19,0.024634833941864897,0.155,13625.33275326219
154,5,316.43263381169584,63.286526762339165,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2012,5,1,19,0.02243672530218336,0.155,12409.576165896528
155,5,231.92053549096389,46.38410709819278,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2011,5,1,19,0.0319990616646166,0.155,17698.429143117308
156,5,230.10402906651655,46.02080581330331,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2010,5,1,19,0.019905570857979914,0.155,11009.614565442582
157,5,205.50535743034038,41.10107148606808,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2009,5,1,19,0.014841003985110745,0.155,8208.442491101128
158,5,253.9388285109485,50.7877657021897,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008,5,1,19,0.02097288869637916,0.155,11599.93966103693
159,5,268.1829985315532,53.63659970631064,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2007,5,1,19,0.013290312727795841,0.155,7350.76736212112
160,5,229.81669167512396,45.963338335024794,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2006,5,1,19,0.013361606719528563,0.155,7390.199507795778
161,5,203.39262514967626,40.67852502993525,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2005,5,1,19,0.0046173743459166664,0.155,2553.833407521979
162,5,164.72170300101715,32.94434060020343,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2004,5,1,19,0.0025654228128070295,0.155,1418.915165403364
163,5,148.74713474802425,29.74942694960485,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2003,5,1,19,0.003458093102295679,0.155,1912.6440763404835
164,5,118.52562992373574,23.70512598474715,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2002,5,1,19,0.0015349650430154984,0.155,848.9770836315337
165,5,94.5116320580201,18.90232641160402,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2001,5,1,19,0.001453503208298074,0.155,803.9211840327994
166,5,83.62548218400153,16.725096436800307,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2000,5,1,19,0.0016583233441063868,0.155,917.2055890156954
167,5,60.874080684058114,12.174816136811623,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1999,5,1,19,0.0016397046938141982,0.155,906.9077600858818
168,5,46.82985881634186,9.365971763268373,2020,8,7,26,26161,21,4,2205210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,5,1,19,0.000665722523053729,0.155,368.20588762051347
