i1,out_dayID,out_SHO,out_activity,out_yearID,out_monthID,out_hourID,out_stateID,out_countyID,out_sourceTypeID,out_roadTypeID,out_SCC,out_zoneID,out_linkID,out_regClassID,out_fuelSubTypeID,out_engTechID,out_sectorID,out_hpID,out_modelYearID,out_fuelTypeID,out_pollutantID,out_processID,out_meanBaseRate,out_adjustedMeanBaseRate,out_emissionQuant
1631,5,10.501237834887378,2.1002475669774756,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1990,2,45,1,0,0.0002567269238861831,0.0005391900972695676
1632,5,10.217773915995503,2.0435547831991006,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1989,2,45,1,0,0.00020423161058481668,0.0004173584846910582
1633,5,9.15454189972411,1.830908379944822,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1988,2,45,1,0,0.00005830893946415214,0.00010675832589061149
1634,5,9.00619255308734,1.801238510617468,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1987,2,45,1,0,0.0028632783415672093,0.005157447215447774
1635,5,7.780739775004618,1.5561479550009236,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1986,2,45,1,0,0.0019920621184711224,0.0030999433918936447
1636,5,5.992761098455286,1.1985522196910572,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1985,2,45,1,0,0.00983619823495668,0.011789197227828587
1637,5,4.779871405562617,0.9559742811125235,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1984,2,45,1,0,0.01292695599905209,0.012357837468167043
1638,5,3.5629958872973577,0.7125991774594715,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1983,2,45,1,0,0.02253396028459814,0.01605768156370903
1639,5,2.6061493961116446,0.5212298792223289,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1982,2,45,1,0,0.04291155703059292,0.022366785688298026
1640,5,1.8323500164585729,0.3664700032917146,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1981,2,45,1,0,0.03072020002911137,0.011258031805790573
1641,5,23.19180710506584,4.638361421013168,2020,8,7,26,26161,21,4,2202210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1980,2,45,1,0,0.018168489912990003,0.08427202269047972
1642,5,260.05730384453915,52.01146076890783,2020,8,7,26,26161,21,4,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2020,5,45,1,0,0.0000019213127713024793,0.00009993028382940048
