i1,out_cohortOrdinal,out_pointOrdinal,out_ageSlot,out_ppOrdinal,out_SCC,out_modelYearID,out_polProcessID,out_pollutantID,out_processID,out_yearID,out_monthID,out_dayID,out_countyID,out_hourID,out_stateID,out_fuelTypeID,out_zoneID,out_linkID,out_sourceTypeID,out_regClassID,out_fuelSubTypeID,out_engTechID,out_sectorID,out_hpID,out_emissionQuant
1343,47,13,5,9,2260004026,2016,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9475418925285339
1344,47,13,5,10,2260004026,2016,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,166.7794189453125
1345,47,13,5,11,2260004026,2016,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,154.72164916992188
1346,47,13,5,12,2260004026,2016,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000009993701496568974
1347,47,13,5,13,2260004026,2016,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000351445225533098
1348,47,13,5,14,2260004026,2016,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000012214525213494198
1349,47,13,5,15,2260004026,2016,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00015101596363820136
1350,47,13,5,16,2260004026,2016,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001698929409030825
1351,47,13,5,17,2260004026,2016,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0254502072930336
1352,47,13,5,18,2260004026,2016,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2037.63525390625
1353,47,13,5,19,2260004026,2016,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2156.89599609375
1354,47,13,5,20,2260004026,2016,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2249.996337890625
1355,47,13,5,21,2260004026,2016,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2146.453369140625
1356,47,13,5,22,2260004026,2016,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1606.9586181640625
1357,47,13,5,23,2260004026,2016,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15538.333984375
1358,47,13,5,24,2260004026,2016,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,354.2031555175781
1359,47,13,5,25,2260004026,2016,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,325.8669128417969
1360,47,13,5,26,2260004026,2016,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000006132247154511106
1361,47,13,5,27,2260004026,2016,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000010790144472361263
1362,47,13,5,28,2260004026,2016,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12020139396190643
1363,47,13,5,29,2260004026,2016,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4431586265563965
1364,48,15,1,1,2260004030,2020,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2891.25244140625
1365,48,15,1,2,2260004030,2020,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,142.23692321777344
1366,48,15,1,3,2260004030,2020,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.64991760253906
1367,48,15,1,4,2260004030,2020,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198.42977905273438
1368,48,15,1,5,2260004030,2020,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.034913696348667145
1369,48,15,1,6,2260004030,2020,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.44924259185791
1370,48,15,1,7,2260004030,2020,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.682918548583984
1371,48,15,1,8,2260004030,2020,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.95532512664795
1372,48,15,1,9,2260004030,2020,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2783089876174927
1373,48,15,1,10,2260004030,2020,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.82171630859375
1374,48,15,1,11,2260004030,2020,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,208.27725219726563
1375,48,15,1,12,2260004030,2020,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000021501875380636193
1376,48,15,1,13,2260004030,2020,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007561494130641222
1377,48,15,1,14,2260004030,2020,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000002628007450766745
1378,48,15,1,15,2260004030,2020,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00032491725869476795
1379,48,15,1,16,2260004030,2020,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003655319451354444
1380,48,15,1,17,2260004030,2020,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.042739178985357285
1381,48,15,1,18,2260004030,2020,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2749.015625
1382,48,15,1,19,2260004030,2020,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2908.94482421875
1383,48,15,1,20,2260004030,2020,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3051.181640625
1384,48,15,1,21,2260004030,2020,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2893.45849609375
1385,48,15,1,22,2260004030,2020,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2166.4111328125
1386,48,15,1,23,2260004030,2020,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33431.390625
1387,48,15,1,24,2260004030,2020,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,594.8224487304688
1388,48,15,1,25,2260004030,2020,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,547.2366333007813
1389,48,15,1,26,2260004030,2020,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000013193790948662354
1390,48,15,1,27,2260004030,2020,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000023215457334302414
1391,48,15,1,28,2260004030,2020,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16203367710113525
1392,48,15,1,29,2260004030,2020,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.98945951461792
1393,49,15,2,1,2260004030,2019,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3172.21337890625
1394,49,15,2,2,2260004030,2019,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,155.5715789794922
1395,49,15,2,3,2260004030,2019,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.9543342590332
1396,49,15,2,4,2260004030,2019,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.917236328125
1397,49,15,2,5,2260004030,2019,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03541220724582672
1398,49,15,2,6,2260004030,2019,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.725570678710938
1399,49,15,2,7,2260004030,2019,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.750904083251953
1400,49,15,2,8,2260004030,2019,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.197574615478516
1401,49,15,2,9,2260004030,2019,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.402758002281189
1402,49,15,2,10,2260004030,2019,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,246.71456909179688
1403,49,15,2,11,2260004030,2019,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,228.56796264648438
1404,49,15,2,12,2260004030,2019,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000020520608813967556
1405,49,15,2,13,2260004030,2019,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007216414669528604
1406,49,15,2,14,2260004030,2019,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000025080746581807034
1407,49,15,2,15,2260004030,2019,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00031008923542685807
1408,49,15,2,16,2260004030,2019,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003488503862172365
1409,49,15,2,17,2260004030,2019,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.043349429965019226
1410,49,15,2,18,2260004030,2019,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3016.641845703125
1411,49,15,2,19,2260004030,2019,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3192.17041015625
1412,49,15,2,20,2260004030,2019,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3347.741943359375
1413,49,15,2,21,2260004030,2019,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3175.2197265625
1414,49,15,2,22,2260004030,2019,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2377.366943359375
1415,49,15,2,23,2260004030,2019,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31905.703125
1416,49,15,2,24,2260004030,2019,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,603.3155517578125
1417,49,15,2,25,2260004030,2019,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,555.0503540039063
1418,49,15,2,26,2260004030,2019,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000012591675258022406
1419,49,15,2,27,2260004030,2019,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000022155988155247996
1420,49,15,2,28,2260004030,2019,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17781232297420502
1421,49,15,2,29,2260004030,2019,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.572704315185547
1422,50,15,3,1,2260004030,2018,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3390.555908203125
1423,50,15,3,2,2260004030,2018,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163.892333984375
1424,50,15,3,3,2260004030,2018,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.64320373535156
1425,50,15,3,4,2260004030,2018,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233.91964721679688
1426,50,15,3,5,2260004030,2018,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03567357361316681
1427,50,15,3,6,2260004030,2018,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.589154243469238
1428,50,15,3,7,2260004030,2018,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.19426727294922
1429,50,15,3,8,2260004030,2018,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.092992782592773
1430,50,15,3,9,2260004030,2018,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5004254579544067
1431,50,15,3,10,2260004030,2018,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,263.9188232421875
1432,50,15,3,11,2260004030,2018,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,244.55067443847656
1433,50,15,3,12,2260004030,2018,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000019520559362717904
1434,50,15,3,13,2260004030,2018,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006864730385132134
1435,50,15,3,14,2260004030,2018,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000023858460735937115
1436,50,15,3,15,2260004030,2018,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00029497736250050366
1437,50,15,3,16,2260004030,2018,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003318495291750878
1438,50,15,3,17,2260004030,2018,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04366937652230263
1439,50,15,3,18,2260004030,2018,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3226.66357421875
1440,50,15,3,19,2260004030,2018,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3414.55859375
1441,50,15,3,20,2260004030,2018,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3578.451171875
1442,50,15,3,21,2260004030,2018,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3396.63916015625
1443,50,15,3,22,2260004030,2018,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2543.11865234375
1444,50,15,3,23,2260004030,2018,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30350.8125
1445,50,15,3,24,2260004030,2018,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,607.768310546875
1446,50,15,3,25,2260004030,2018,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,559.1469116210938
1447,50,15,3,26,2260004030,2018,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000011978032787851589
1448,50,15,3,27,2260004030,2018,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000000210762407526488
1449,50,15,3,28,2260004030,2018,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.19021178781986237
1450,50,15,3,29,2260004030,2018,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.031042575836182
1451,51,15,4,1,2260004030,2017,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3468.790283203125
1452,51,15,4,2,2260004030,2017,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164.75460815429688
1453,51,15,4,3,2260004030,2017,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.5152359008789
1454,51,15,4,4,2260004030,2017,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240.54409790039063
1455,51,15,4,5,2260004030,2017,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03480535373091698
1456,51,15,4,6,2260004030,2017,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.765456199645996
1457,51,15,4,7,2260004030,2017,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.541522979736328
1458,51,15,4,8,2260004030,2017,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.341218948364258
1459,51,15,4,9,2260004030,2017,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5364115238189697
1460,51,15,4,10,2260004030,2017,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270.28125
1461,51,15,4,11,2260004030,2017,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250.49977111816406
1462,51,15,4,12,2260004030,2017,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001804124258342199
1463,51,15,4,13,2260004030,2017,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006344503490254283
1464,51,15,4,14,2260004030,2017,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000022050405732443323
1465,51,15,4,15,2260004030,2017,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002726232341956347
1466,51,15,4,16,2260004030,2017,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003067011130042374
1467,51,15,4,17,2260004030,2017,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04260655492544174
1468,51,15,4,18,2260004030,2017,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3304.035888671875
1469,51,15,4,19,2260004030,2017,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3496.615234375
1470,51,15,4,20,2260004030,2017,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3661.36962890625
1471,51,15,4,21,2260004030,2017,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3478.5234375
1472,51,15,4,22,2260004030,2017,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2604.3896484375
1473,51,15,4,23,2260004030,2017,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28050.751953125
1474,51,15,4,24,2260004030,2017,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,592.9766235351563
1475,51,15,4,25,2260004030,2017,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,545.53857421875
1476,51,15,4,26,2260004030,2017,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000011070307337490704
1477,51,15,4,27,2260004030,2017,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000019479029500502065
1478,51,15,4,28,2260004030,2017,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1947973072528839
1479,51,15,4,29,2260004030,2017,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.200543403625488
1480,52,15,5,1,2260004030,2016,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3013.0439453125
1481,52,15,5,2,2260004030,2016,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,142.3357696533203
1482,52,15,5,3,2260004030,2016,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.74357223510742
1483,52,15,5,4,2260004030,2016,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209.26492309570313
1484,52,15,5,5,2260004030,2016,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.029858680441975594
1485,52,15,5,6,2260004030,2016,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.645578384399414
1486,52,15,5,7,2260004030,2016,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.123809814453125
1487,52,15,5,8,2260004030,2016,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.299142837524414
1488,52,15,5,9,2260004030,2016,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3349114656448364
1489,52,15,5,10,2260004030,2016,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.84255981445313
1490,52,15,5,11,2260004030,2016,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.66896057128906
1491,52,15,5,12,2260004030,2016,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000015237897059705574
1492,52,15,5,13,2260004030,2016,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005358661292120814
1493,52,15,5,14,2260004030,2016,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000018624098174768733
1494,52,15,5,15,2260004030,2016,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002302615757798776
1495,52,15,5,16,2260004030,2016,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000259044230915606
1496,52,15,5,17,2260004030,2016,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03655114397406578
1497,52,15,5,18,2260004030,2016,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2870.708251953125
1498,52,15,5,19,2260004030,2016,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3038.07763671875
1499,52,15,5,20,2260004030,2016,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3180.413330078125
1500,52,15,5,21,2260004030,2016,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3022.427001953125
1501,52,15,5,22,2260004030,2016,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2262.89794921875
1502,52,15,5,23,2260004030,2016,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23692.076171875
1503,52,15,5,24,2260004030,2016,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,508.7004089355469
1504,52,15,5,25,2260004030,2016,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,468.0043640136719
1505,52,15,5,26,2260004030,2016,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000935014377034804
1506,52,15,5,27,2260004030,2016,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000016452275652945048
1507,52,15,5,28,2260004030,2016,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16925591230392456
1508,52,15,5,29,2260004030,2016,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.256423473358154
1509,53,15,6,1,2260004030,2015,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,972.4751586914063
